aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
EMJ;E7W;DUS;DL9565,MF9385,MU1579;DEP;S;False;D;DL9565;9565;B28;B;143526936049588561;True;KL1797;DL;DAL;58.0;PHEXJ;J;1.0;;2025-10-29 06:13:55.421000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:03:11+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
737;73H;FCO;DL9579,GF5205,MF9395;DEP;S;False;D;DL9579;9579;D79;D;143526936049588643;True;KL1601;DL;DAL;58.0;PHBCD;J;1.0;;2025-10-29 06:06:52.038000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:56:06+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
EMJ;E7W;BRU;DL9606,MF9353,MU1833,6E3218;DEP;S;False;D;DL9606;9606;B16;B;143526936049590857;True;KL1701;DL;DAL;58.0;PHEXG;J;1.0;;2025-10-29 06:01:38.549000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:53:22+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
737;73H;GVA;DL9618,KE6417,MF9616,MU1785;DEP;S;False;D;DL9618;9618;D87;D;143526936049590935;True;KL1929;DL;DAL;58.0;PHBCG;J;1.0;;2025-10-29 06:07:46.529000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:57:43+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
737;73H;FCO;DL9579,GF5205,MF9395;DEP;S;False;D;GF5205;5205;D79;D;143526936442748489;True;KL1601;GF;GFA;528.0;PHBCD;J;1.0;;2025-10-29 06:06:52.038000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:56:06+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
737;73H;GVA;DL9618,KE6417,MF9616,MU1785;DEP;S;False;D;KE6417;6417;D87;D;143526936993858683;True;KL1929;KE;KAL;105.0;PHBCG;J;1.0;;2025-10-29 06:07:46.529000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:57:43+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
EMJ;295;ARN;DL9183,KE6419,MF9308,MU1799,SK6639;DEP;S;False;D;KE6419;6419;B36;B;143526936993858687;True;KL1215;KE;KAL;105.0;PHNXS;J;1.0;;2025-10-29 06:07:00.982000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:01:08+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;E7W;HAM;DL9327,KE6435,MU1605;DEP;S;False;D;KE6435;6435;B7;B;143526936993858827;True;KL1751;KE;KAL;105.0;PHEXW;J;1.0;;2025-10-29 06:13:35.023000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:04:20+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;295;ARN;DL9183,KE6419,MF9308,MU1799,SK6639;DEP;S;False;D;KL1215;1215;B36;B;143526937019584927;True;KL1215;KL;KLM;100.0;PHNXS;J;1.0;;2025-10-29 06:07:00.982000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:01:08+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;E90;PRG;DL9532;DEP;S;False;D;KL1351;1351;B3;B;143526937019587953;True;KL1351;KL;KLM;100.0;DACJJ;J;1.0;;2025-10-29 06:12:31.581000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:57:13+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
737;73H;CDG;AF8373,DL9205,MU1555,VN3107,6E3221;DEP;S;False;D;KL1401;1401;D78;D;143526937019590321;True;KL1401;KL;KLM;100.0;PHBXY;J;1.0;;2025-10-29 06:12:44.646000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:02:23+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
737;73H;FCO;DL9579,GF5205,MF9395;DEP;S;False;D;KL1601;1601;D79;D;143526937019595797;True;KL1601;KL;KLM;100.0;PHBCD;J;1.0;;2025-10-29 06:06:52.038000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:56:06+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
EMJ;E7W;BRU;DL9606,MF9353,MU1833,6E3218;DEP;S;False;D;KL1701;1701;B16;B;143526937019598535;True;KL1701;KL;KLM;100.0;PHEXG;J;1.0;;2025-10-29 06:01:38.549000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:53:22+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;E7W;HAM;DL9327,KE6435,MU1605;DEP;S;False;D;KL1751;1751;B7;B;143526937019598905;True;KL1751;KL;KLM;100.0;PHEXW;J;1.0;;2025-10-29 06:13:35.023000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:04:20+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;E7W;DUS;DL9565,MF9385,MU1579;DEP;S;False;D;KL1797;1797;B28;B;143526937019599213;True;KL1797;KL;KLM;100.0;PHEXJ;J;1.0;;2025-10-29 06:13:55.421000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:03:11+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
737;73W;ZRH;DL9432,MF9724,MU1781;DEP;S;False;D;KL1917;1917;D82;D;143526937019604097;True;KL1917;KL;KLM;100.0;PHBGH;J;1.0;;2025-10-29 06:05:11.481000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:55:28+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
737;73H;GVA;DL9618,KE6417,MF9616,MU1785;DEP;S;False;D;KL1929;1929;D87;D;143526937019604175;True;KL1929;KL;KLM;100.0;PHBCG;J;1.0;;2025-10-29 06:07:46.529000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:57:43+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
EMJ;295;ARN;DL9183,KE6419,MF9308,MU1799,SK6639;DEP;S;False;D;MF9308;9308;B36;B;143526937275283941;True;KL1215;MF;CXA;1551.0;PHNXS;J;1.0;;2025-10-29 06:07:00.982000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:01:08+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;E7W;BRU;DL9606,MF9353,MU1833,6E3218;DEP;S;False;D;MF9353;9353;B16;B;143526937275284301;True;KL1701;MF;CXA;1551.0;PHEXG;J;1.0;;2025-10-29 06:01:38.549000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:53:22+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;E7W;DUS;DL9565,MF9385,MU1579;DEP;S;False;D;MF9385;9385;B28;B;143526937275284527;True;KL1797;MF;CXA;1551.0;PHEXJ;J;1.0;;2025-10-29 06:13:55.421000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:03:11+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
737;73H;FCO;DL9579,GF5205,MF9395;DEP;S;False;D;MF9395;9395;D79;D;143526937275284601;True;KL1601;MF;CXA;1551.0;PHBCD;J;1.0;;2025-10-29 06:06:52.038000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:56:06+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
737;73H;GVA;DL9618,KE6417,MF9616,MU1785;DEP;S;False;D;MF9616;9616;D87;D;143526937275292225;True;KL1929;MF;CXA;1551.0;PHBCG;J;1.0;;2025-10-29 06:07:46.529000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:57:43+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
737;73W;ZRH;DL9432,MF9724,MU1781;DEP;S;False;D;MF9724;9724;D82;D;143526937275295033;True;KL1917;MF;CXA;1551.0;PHBGH;J;1.0;;2025-10-29 06:05:11.481000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:55:28+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
737;73H;CDG;AF8373,DL9205,MU1555,VN3107,6E3221;DEP;S;False;D;MU1555;1555;D78;D;143526937330704163;True;KL1401;MU;CES;1294.0;PHBXY;J;1.0;;2025-10-29 06:12:44.646000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:02:23+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
EMJ;E7W;DUS;DL9565,MF9385,MU1579;DEP;S;False;D;MU1579;1579;B28;B;143526937330704319;True;KL1797;MU;CES;1294.0;PHEXJ;J;1.0;;2025-10-29 06:13:55.421000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:03:11+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;E7W;HAM;DL9327,KE6435,MU1605;DEP;S;False;D;MU1605;1605;B7;B;143526937330706531;True;KL1751;MU;CES;1294.0;PHEXW;J;1.0;;2025-10-29 06:13:35.023000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:04:20+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
737;73W;ZRH;DL9432,MF9724,MU1781;DEP;S;False;D;MU1781;1781;D82;D;143526937330709853;True;KL1917;MU;CES;1294.0;PHBGH;J;1.0;;2025-10-29 06:05:11.481000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:55:28+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
737;73H;GVA;DL9618,KE6417,MF9616,MU1785;DEP;S;False;D;MU1785;1785;D87;D;143526937330709861;True;KL1929;MU;CES;1294.0;PHBCG;J;1.0;;2025-10-29 06:07:46.529000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:57:43+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
EMJ;295;ARN;DL9183,KE6419,MF9308,MU1799,SK6639;DEP;S;False;D;MU1799;1799;B36;B;143526937330709943;True;KL1215;MU;CES;1294.0;PHNXS;J;1.0;;2025-10-29 06:07:00.982000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:01:08+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;E7W;BRU;DL9606,MF9353,MU1833,6E3218;DEP;S;False;D;MU1833;1833;B16;B;143526937330712225;True;KL1701;MU;CES;1294.0;PHEXG;J;1.0;;2025-10-29 06:01:38.549000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 05:53:22+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
EMJ;295;ARN;DL9183,KE6419,MF9308,MU1799,SK6639;DEP;S;False;D;SK6639;6639;B36;B;143526938125857555;True;KL1215;SK;SAS;150.0;PHNXS;J;1.0;;2025-10-29 06:07:00.982000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:01:08+00:00;2025-10-29 05:30:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 05:25:00+00:00;;;
737;73H;CDG;AF8373,DL9205,MU1555,VN3107,6E3221;DEP;S;False;D;VN3107;3107;D78;D;143526938552848429;True;KL1401;VN;HVN;2328.0;PHBXY;J;1.0;;2025-10-29 06:12:44.646000+00:00;;2025-10-29 05:55:00+00:00;2025-10-29 06:02:23+00:00;2025-10-29 05:25:00+00:00;2025-10-29 05:40:00+00:00;2025-10-29 04:55:00+00:00;;;
;;HKG;;CNX;N;False;D;5Y5421;5421;;;143526939981170073;True;5Y5421;5Y;GTI;19.0;;P;;;2025-10-29 09:30:30.145000+00:00;;2025-10-29 06:00:00+00:00;;;;;;;
;;ICN;;CNX;N;False;D;5Y8158;8158;;;143526939981466013;True;5Y8158;5Y;GTI;19.0;;P;;;2025-10-27 08:53:34.363000+00:00;;2025-10-29 06:00:00+00:00;;;;;;;
32S;32N;LHR;;DEP;N;False;D;BA449;449;D16;D;143526935453805097;True;BA449;BA;BAW;31.0;GTTNW;J;3.0;;2025-10-29 06:16:05.835000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:03:41+00:00;;;;;;2025-10-29 06:00:00+00:00
32S;32N;AGP;;DEP;S;False;D;EJU7889;7889;M6;M;143526962572520791;True;EJU7889;EC;EJU;5151.0;OELSA;J;3.0;;2025-10-29 06:05:16.268000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 05:53:33+00:00;;;;;;2025-10-29 06:00:00+00:00
737;73H;BCN;KL2677;DEP;S;False;D;HV5131;5131;C13;C;143526936641407031;True;HV5131;HV;TRA;164.0;PHHXA;J;1.0;;2025-10-29 06:14:46.214000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:02:00+00:00;;;;;;
737;73H;IBZ;KL2681;DEP;S;False;D;HV5673;5673;C9;C;143526936641421021;True;HV5673;HV;TRA;164.0;PHHBN;J;1.0;;2025-10-29 06:09:44.464000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 05:59:29+00:00;;;;;;
32S;32N;BCN;IB5222,LA5745,QR4687;DEP;S;False;D;IB5222;5222;B35;B;143526936705131171;True;VY8308;IB;IBE;92.0;ECNBA;J;1.0;;2025-10-29 06:18:49.310000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:08:53+00:00;;;;;;
737;73H;BCN;KL2677;DEP;S;False;D;KL2677;2677;C13;C;143526937019697633;True;HV5131;KL;KLM;100.0;PHHXA;J;1.0;;2025-10-29 06:14:46.214000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:02:00+00:00;;;;;;
737;73H;IBZ;KL2681;DEP;S;False;D;KL2681;2681;C9;C;143526937019697695;True;HV5673;KL;KLM;100.0;PHHBN;J;1.0;;2025-10-29 06:09:44.464000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 05:59:29+00:00;;;;;;
32S;32N;BCN;IB5222,LA5745,QR4687;DEP;S;False;D;LA5745;5745;B35;B;143526937117460435;True;VY8308;LA;LAN;2697.0;ECNBA;J;1.0;;2025-10-29 06:18:49.310000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:08:53+00:00;;;;;;
EMJ;E90;WAW;;DEP;S;False;D;LO270;270;B32;B;143526935492701329;True;LO270;LO;LOT;111.0;SPLMA;J;1.0;;2025-10-29 06:19:47.928000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:06:22+00:00;;;;;;2025-10-29 06:00:00+00:00
32S;32N;ZRH;;DEP;S;False;D;LX737;737;B17;B;143526935493626491;True;LX737;LX;SWR;50.0;HBJDD;J;1.0;;2025-10-29 06:10:34.216000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 05:58:53+00:00;;;;;;
32S;32N;BCN;IB5222,LA5745,QR4687;DEP;S;False;D;QR4687;4687;B35;B;143526937874517735;True;VY8308;QR;QTR;356.0;ECNBA;J;1.0;;2025-10-29 06:18:49.310000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:08:53+00:00;;;;;;
32S;32N;CPH;;DEP;S;False;D;SK550;550;C10;C;143526935518542425;True;SK550;SK;SAS;150.0;LNRGM;J;1.0;;2025-10-29 06:04:21.730000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 05:54:47+00:00;;;;;;
32S;32N;LIS;;DEP;S;False;D;TP675;675;C8;C;143526935522800173;True;TP675;TP;TAP;163.0;CSTVB;J;1.0;;2025-10-29 06:11:08.216000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:00:56+00:00;;;;;;
32S;32N;BCN;IB5222,LA5745,QR4687;DEP;S;False;D;VY8308;8308;B35;B;143526938594591979;True;VY8308;VY;VLG;263.0;ECNBA;J;1.0;;2025-10-29 06:18:49.310000+00:00;;2025-10-29 06:00:00+00:00;2025-10-29 06:08:53+00:00;;;;;;
787;781;YYZ;AF8266,DL9699,VS7164;ARR;N;False;A;AF8266;8266;;;143526935610925368;True;KL0692;AF;AFR;80.0;;J;3.0;2025-10-29 06:01:47+00:00;2025-10-29 07:47:12.129000+00:00;2025-10-29 06:01:09+00:00;2025-10-29 06:05:00+00:00;;;;;2025-10-29 07:23:09.543000+00:00;;
787;781;YYZ;AF8266,DL9699,VS7164;ARR;N;False;A;DL9699;9699;;;143526936049591528;True;KL0692;DL;DAL;58.0;;J;3.0;2025-10-29 06:01:47+00:00;2025-10-29 07:47:12.129000+00:00;2025-10-29 06:01:09+00:00;2025-10-29 06:05:00+00:00;;;;;2025-10-29 07:23:09.543000+00:00;;
737;73H;LPA;KL2761;DEP;S;False;D;HV6457;6457;C15;C;143526936641516711;True;HV6457;HV;TRA;164.0;PHHXF;J;1.0;;2025-10-29 06:50:27.994000+00:00;;2025-10-29 06:05:00+00:00;2025-10-29 06:41:46+00:00;;;;;;
787;781;YYZ;AF8266,DL9699,VS7164;ARR;N;False;A;KL0692;692;;;143526937019495158;True;KL0692;KL;KLM;100.0;;J;3.0;2025-10-29 06:01:47+00:00;2025-10-29 07:47:12.129000+00:00;2025-10-29 06:01:09+00:00;2025-10-29 06:05:00+00:00;;;;;2025-10-29 07:23:09.543000+00:00;;
737;73H;LPA;KL2761;DEP;S;False;D;KL2761;2761;C15;C;143526937019700285;True;HV6457;KL;KLM;100.0;PHHXF;J;1.0;;2025-10-29 06:50:27.994000+00:00;;2025-10-29 06:05:00+00:00;2025-10-29 06:41:46+00:00;;;;;;
737;7M8;BJL,SID;;DEP;N;False;D;OR3805;3805;D28;D;143526937597045481;True;OR3805;OR;TFL;231.0;PHTFP;J;3.0;;2025-10-29 06:26:30.311000+00:00;;2025-10-29 06:05:00+00:00;2025-10-29 06:13:57+00:00;;;;;;
32S;320;VIE;;DEP;S;False;D;OS320;320;B27;B;143526935504353887;True;OS320;OS;AUA;21.0;OELBN;J;1.0;;2025-10-29 06:09:06.202000+00:00;;2025-10-29 06:05:00+00:00;2025-10-29 05:57:46+00:00;;;;;;
787;781;YYZ;AF8266,DL9699,VS7164;ARR;N;False;A;VS7164;7164;;;143526938571995700;True;KL0692;VS;VIR;181.0;;J;3.0;2025-10-29 06:01:47+00:00;2025-10-29 07:47:12.129000+00:00;2025-10-29 06:01:09+00:00;2025-10-29 06:05:00+00:00;;;;;2025-10-29 07:23:09.543000+00:00;;
EMJ;E90;BRU;AM6373,DL9524,KQ1720,MF9352,MU1896,6E3305;ARR,EXP;S;False;A;6E3305;3305;;;143526940044686056;True;KL1700;6E;IGO;5300.0;;J;2.0;2025-10-29 05:48:45+00:00;2025-10-29 08:28:57.196000+00:00;2025-10-29 05:49:18+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:33:57.707000+00:00;;
EMJ;E90;DUS;DL9668,6E3320;ARR,EXP;S;False;A;6E3320;3320;;;143526940044686194;True;KL1796;6E;IGO;5300.0;;J;2.0;2025-10-29 05:57:54+00:00;2025-10-29 07:50:34.176000+00:00;2025-10-29 05:57:51+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:59:32.660000+00:00;;
EMJ;E7W;HAJ;AM6372,DL9531,MU1590,SK6711,6E3338;ARR,EXP;S;False;A;6E3338;3338;;;143526940044686284;True;KL1786;6E;IGO;5300.0;;J;2.0;2025-10-29 05:55:45+00:00;2025-10-29 08:36:59.192000+00:00;2025-10-29 05:55:44+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:41:59.720000+00:00;;
737;73H;HAM;AM6246,DL9268,UX3760,6E3341;ARR;S;False;A;6E3341;3341;;;143526940044686344;True;KL1750;6E;IGO;5300.0;;J;2.0;2025-10-29 06:09:57+00:00;2025-10-29 08:52:43.186000+00:00;2025-10-29 06:09:54+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:54:43.732000+00:00;;
EMJ;E7W;BRE;AF3142,AM6369,DL9460,SK6727;ARR,EXP;S;False;A;AF3142;3142;;;143526935610415944;True;KL1760;AF;AFR;80.0;;J;2.0;2025-10-29 05:53:53+00:00;2025-10-29 08:33:38.199000+00:00;2025-10-29 05:53:56+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:38:38.738000+00:00;;
787;781;NBO;AF5191,DL9433;ARR;N;False;A;AF5191;5191;;;143526935610618924;True;KL0566;AF;AFR;80.0;;J;3.0;2025-10-29 06:14:41+00:00;2025-10-29 08:54:59.110000+00:00;2025-10-29 06:14:57+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:50:59.716000+00:00;;
737;73H;HAM;AM6246,DL9268,UX3760,6E3341;ARR;S;False;A;AM6246;6246;;;143526935636960862;True;KL1750;AM;AMX;794.0;;J;2.0;2025-10-29 06:09:57+00:00;2025-10-29 08:52:43.186000+00:00;2025-10-29 06:09:54+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:54:43.732000+00:00;;
EMJ;E7W;BRE;AF3142,AM6369,DL9460,SK6727;ARR,EXP;S;False;A;AM6369;6369;;;143526935636963754;True;KL1760;AM;AMX;794.0;;J;2.0;2025-10-29 05:53:53+00:00;2025-10-29 08:33:38.199000+00:00;2025-10-29 05:53:56+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:38:38.738000+00:00;;
EMJ;E7W;HAJ;AM6372,DL9531,MU1590,SK6711,6E3338;ARR,EXP;S;False;A;AM6372;6372;;;143526935636963814;True;KL1786;AM;AMX;794.0;;J;2.0;2025-10-29 05:55:45+00:00;2025-10-29 08:36:59.192000+00:00;2025-10-29 05:55:44+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:41:59.720000+00:00;;
EMJ;E90;BRU;AM6373,DL9524,KQ1720,MF9352,MU1896,6E3305;ARR,EXP;S;False;A;AM6373;6373;;;143526935636963816;True;KL1700;AM;AMX;794.0;;J;2.0;2025-10-29 05:48:45+00:00;2025-10-29 08:28:57.196000+00:00;2025-10-29 05:49:18+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:33:57.707000+00:00;;
737;73H;HAM;AM6246,DL9268,UX3760,6E3341;ARR;S;False;A;DL9268;9268;;;143526936049580352;True;KL1750;DL;DAL;58.0;;J;2.0;2025-10-29 06:09:57+00:00;2025-10-29 08:52:43.186000+00:00;2025-10-29 06:09:54+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:54:43.732000+00:00;;
EMJ;E90;LCY;DL9319,VS7043;DEP;N;False;D;DL9319;9319;D6;D;143526936049582723;True;KL0977;DL;DAL;58.0;PHEZY;J;2.0;;2025-10-29 06:28:57.035000+00:00;;2025-10-29 06:10:00+00:00;2025-10-29 06:17:03+00:00;2025-10-29 05:45:00+00:00;2025-10-29 05:55:00+00:00;2025-10-29 05:40:00+00:00;;;
787;781;NBO;AF5191,DL9433;ARR;N;False;A;DL9433;9433;;;143526936049585596;True;KL0566;DL;DAL;58.0;;J;3.0;2025-10-29 06:14:41+00:00;2025-10-29 08:54:59.110000+00:00;2025-10-29 06:14:57+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:50:59.716000+00:00;;
EMJ;E7W;BRE;AF3142,AM6369,DL9460,SK6727;ARR,EXP;S;False;A;DL9460;9460;;;143526936049585812;True;KL1760;DL;DAL;58.0;;J;2.0;2025-10-29 05:53:53+00:00;2025-10-29 08:33:38.199000+00:00;2025-10-29 05:53:56+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:38:38.738000+00:00;;
EMJ;E90;BRU;AM6373,DL9524,KQ1720,MF9352,MU1896,6E3305;ARR,EXP;S;False;A;DL9524;9524;;;143526936049588262;True;KL1700;DL;DAL;58.0;;J;2.0;2025-10-29 05:48:45+00:00;2025-10-29 08:28:57.196000+00:00;2025-10-29 05:49:18+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:33:57.707000+00:00;;
EMJ;E7W;HAJ;AM6372,DL9531,MU1590,SK6711,6E3338;ARR,EXP;S;False;A;DL9531;9531;;;143526936049588330;True;KL1786;DL;DAL;58.0;;J;2.0;2025-10-29 05:55:45+00:00;2025-10-29 08:36:59.192000+00:00;2025-10-29 05:55:44+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:41:59.720000+00:00;;
EMJ;E7W;LUX;DL9609,UX3752;ARR,EXP;S;False;A;DL9609;9609;;;143526936049590862;True;KL1708;DL;DAL;58.0;;J;2.0;2025-10-29 05:59:18+00:00;2025-10-29 08:39:49.134000+00:00;2025-10-29 05:59:39+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:44:49.723000+00:00;;
EMJ;E90;DUS;DL9668,6E3320;ARR,EXP;S;False;A;DL9668;9668;;;143526936049591304;True;KL1796;DL;DAL;58.0;;J;2.0;2025-10-29 05:57:54+00:00;2025-10-29 07:50:34.176000+00:00;2025-10-29 05:57:51+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:59:32.660000+00:00;;
32S;32N;MAD;VY5167,LA1778,JL9418;DEP;S;False;D;IB740;740;B31;B;143526935480152853;True;IB740;IB;IBE;92.0;ECNTO;J;1.0;;2025-10-29 06:25:02.322000+00:00;;2025-10-29 06:10:00+00:00;2025-10-29 06:16:22+00:00;;;;;;
32S;32N;MAD;VY5167,LA1778,JL9418;DEP;S;False;D;JL9418;9418;B31;B;143526936881712943;True;IB740;JL;JAL;97.0;ECNTO;J;1.0;;2025-10-29 06:25:02.322000+00:00;;2025-10-29 06:10:00+00:00;2025-10-29 06:16:22+00:00;;;;;;
787;781;NBO;AF5191,DL9433;ARR;N;False;A;KL0566;566;;;143526937019492206;True;KL0566;KL;KLM;100.0;;J;3.0;2025-10-29 06:14:41+00:00;2025-10-29 08:54:59.110000+00:00;2025-10-29 06:14:57+00:00;2025-10-29 06:10:00+00:00;;;;;2025-10-29 06:50:59.716000+00:00;;
EMJ;E90;LCY;DL9319,VS7043;DEP;N;False;D;KL0977;977;D6;D;143526937019503235;True;KL0977;KL;KLM;100.0;PHEZY;J;2.0;;2025-10-29 06:28:57.035000+00:00;;2025-10-29 06:10:00+00:00;2025-10-29 06:17:03+00:00;2025-10-29 05:45:00+00:00;2025-10-29 05:55:00+00:00;2025-10-29 05:40:00+00:00;;;
